,Place,HorseNumber,HorseName,HorseCode,Jockey,Trainer,ActualWeight,DeclarWeight,RunningPosition,LBW,FinishTime,WinOdds,Date,RaceIndex
6277,2, 8, CIRCUIT KING, (T324), C Y Ho, A S Cruz, 122, 1120, 3, 3/4, 0.57.10, 7.6,20160907,20160907_6
6278,4, 9, HAPPY COOPERATION, (T392), M Chadwick, T P Yung, 120, 1137, 5, 1-1/4, 0.57.17, 13,20160907,20160907_6
6279,6, 5, TRIUMPHANT JEWEL, (P310), K K Chiong, D Cruz, 122, 1117, 7, 2, 0.57.26, 45,20160907,20160907_6
6280,8, 7, SMART DECLARATION, (S436), B Prebble, D E Ferraris, 125, 1167, 8, 4, 0.57.61, 8.5,20160907,20160907_6
6281,10, 6, ALCAZAR, (A131), U Rispoli, K L Man, 125, 1078, 1, 8-1/4, 0.58.28, 36,20160907,20160907_6
6282,1, 8, ARM RUNDA, (V248), O Doleuze, J Size, 120, 1171, 6, -, 1.09.90, 5.6,20160907,20160907_7
6283,3, 2, IRON BOY, (V071), U Rispoli, K W Lui, 130, 1193, 11, SH, 1.09.91, 31,20160907,20160907_7
6284,5, 6, SUNNY DRAGON, (V412), C Schofield, R Gibson, 123, 1204, 2, 1, 1.10.05, 15,20160907,20160907_7
6285,7, 1, MOMENT OF POWER, (V138), Z Purton, P O'Sullivan, 132, 1065, 10, 2-1/4, 1.10.24, 5.9,20160907,20160907_7
6286,9, 12, GRAND HARBOUR, (P421), W M Lai, C W Chang, 119, 1190, 12, 2-3/4, 1.10.32, 99,20160907,20160907_7
6287,11, 5, EXPERTO CREDE, (A110), S Clipperton, J Moore, 123, 1082, 4, 3-1/4, 1.10.42, 11,20160907,20160907_7
6288,WV, GENEROUS HEART, (V394), J Moreira, C H Yip, 119, 1070, ---, ---, -,,,20160907,20160907_7
6289,2, 4, ALL GREAT FRIENDS, (S279), K K Chiong, K L Man, 119, 1054, 3, SH, 1.09.90, 8.9,20160907,20160907_7
6290,4, 3, DIAMOND MASTER, (S397), B Prebble, P F Yiu, 128, 1146, 5, N, 1.09.94, 3.6,20160907,20160907_7
6291,6, 10, A BEAUTIFUL, (T421), T H So, W Y So, 117, 1061, 1, 1-3/4, 1.10.19, 21,20160907,20160907_7
6292,8, 9, MULTIMAX, (T129), K C Ng, A S Cruz, 115, 1152, 8, 2-1/2, 1.10.28, 20,20160907,20160907_7
6293,10, 7, NUMERO UNO, (S044), J Moreira, T P Yung, 118, 1167, 9, 3, 1.10.39, 9.1,20160907,20160907_7
6294,12, 11, TIMELY ARRIVED, (S431), M L Yeung, Y S Tsui, 125, 1164, 7, 10-1/2, 1.11.56, 12,20160907,20160907_7
6295,WV, SUPER SPRINTER, (V105), H T Mo, C S Shum, 112, 1038, ---, ---, -,,,20160907,20160907_7
6296,1, 3, CHATER LEGEND, (T151), N Callan, D E Ferraris, 132, 1041, 1, -, 1.39.94, 16,20160907,20160907_8
6297,3, 9, LITTERATEUR, (V183), T H So, R Gibson, 118, 1074, 7, 1, 1.40.10, 99,20160907,20160907_8
6298,5, 7, JADE FORTUNE, (V020), Z Purton, K L Man, 122, 1091, 9, 2-1/2, 1.40.33, 2.5,20160907,20160907_8
6299,7, 2, PHOTON WILLIE, (S199), K Teetan, P O'Sullivan, 133, 1114, 12, 3-1/4, 1.40.47, 64,20160907,20160907_8
6300,9, 1, FANTASTIC KAKA, (P363), O Doleuze, L Ho, 133, 1124, 3, 3-3/4, 1.40.55, 8.8,20160907,20160907_8
6301,11, 5, YOUNG RANGER, (S435), H T Mo, C S Shum, 117, 1180, 2, 6, 1.40.89, 21,20160907,20160907_8
6302,2, 12, WISKY, (T368), J Moreira, J Size, 117, 1165, 10, N, 1.39.99, 6.2,20160907,20160907_8
6303,4, 4, LAND GRANT, (V131), S Clipperton, A T Millard, 131, 1107, 5, 1-1/4, 1.40.12, 11,20160907,20160907_8
6304,6, 8, THUNDER STOMP, (V279), H W Lai, Y S Tsui, 121, 1175, 6, 3-1/4, 1.40.46, 5.2,20160907,20160907_8
6305,8, 11, MY GIFT, (V242), W M Lai, P F Yiu, 116, 1052, 4, 3-1/2, 1.40.51, 99,20160907,20160907_8
6306,10, 6, HERO LOOK, (V053), U Rispoli, C H Yip, 124, 1110, 11, 4, 1.40.56, 24,20160907,20160907_8
6307,12, 10, AGREE, (A116), C Schofield, J Moore, 117, 1190, 8, 10, 1.41.55, 10,20160907,20160907_8
6308,1, 3, JIMSON THE FAMOUS, (T253), M F Poon, C H Yip, 118, 1044, 3, -, 1.09.41, 3.8,20160907,20160907_1
6309,3, 2, FOREVER FUN, (S130), Z Purton, K L Man, 130, 1044, 4, 3, 1.09.90, 9.7,20160907,20160907_1
6310,5, 5, SHINING CHAMPION, (S305), M Chadwick, R Gibson, 127, 1116, 6, 5, 1.10.22, 13,20160907,20160907_1
6311,7, 1, HAYMAKER, (T054), K Teetan, K W Lui, 133, 1092, 9, 6-1/2, 1.10.43, 5,20160907,20160907_1
6312,9, 8, THUNDER DASH, (T133), K C Ng, D Cruz, 117, 1065, 2, 7-1/2, 1.10.63, 77,20160907,20160907_1
6313,11, 11, ALL TIMES LUCKY, (P064), H W Lai, L Ho, 113, 1046, 10, 9-1/4, 1.10.90, 54,20160907,20160907_1
6314,2, 4, FORTUNE BROTHERS, (V389), M L Yeung, T P Yung, 125, 1195, 5, 2-3/4, 1.09.86, 46,20160907,20160907_1
6315,4, 12, LE PEGASE, (T280), T H So, A Lee, 111, 1026, 1, 3-1/4, 1.09.95, 14,20160907,20160907_1
6316,6, 7, SOCCER BRAVE, (T233), J Moreira, D E Ferraris, 125, 1027, 7, 6, 1.10.37, 2.9,20160907,20160907_1
6317,8, 6, CATCHMEIFYOUCAN, (A026), C Schofield, W Y So, 125, 1129, 11, 7-1/4, 1.10.57, 15,20160907,20160907_1
6318,10, 9, FAST ROCKET, (V064), H T Mo, A T Millard, 111, 1174, 8, 7-3/4, 1.10.65, 50,20160907,20160907_1
6319,12, 10, NO LAUGHING MATTER, (V032), W M Lai, C W Chang, 113, 1082, 12, 12, 1.11.33, 39,20160907,20160907_1
6320,1, 2, KEEP MOVING, (A124), U Rispoli, P F Yiu, 132, 1086, 13, -, 0.56.88, 4.2,20160907,20160907_2
6321,3, 8, NICE FANDANGO, (A209), O Doleuze, C Fownes, 125, 1090, 12, 2-1/2, 0.57.31, 3.7,20160907,20160907_2
6322,5, 10, TOURBILLON KING, (A104), M L Yeung, Y S Tsui, 123, 1116, 7, 3-1/2, 0.57.45, 25,20160907,20160907_2
6323,7, 11, AUTOPAY, (A027), H T Mo, C S Shum, 114, 1049, 9, 4, 0.57.52, 36,20160907,20160907_2
6324,9, 1, WILD BOY, (S028), H N Wong, T P Yung, 126, 1201, 11, 5-1/2, 0.57.77, 9.2,20160907,20160907_2
6325,11, 5, LE PANACHE, (V369), K C Ng, A Lee, 121, 1080, 10, 7, 0.57.98, 99,20160907,20160907_2
6326,13, 9, ROCHFORD, (A208), B Prebble, L Ho, 125, 1126, 1, 9-1/4, 0.58.36, 30,20160907,20160907_2
6327,2, 6, STRATHCLYDE, (V225), S Clipperton, A T Millard, 126, 1188, 3, 2, 0.57.20, 4,20160907,20160907_2
6328,4, 13, ST YAZIN, (N409), W M Lai, T K Ng, 114, 1065, 6, 3-1/4, 0.57.40, 48,20160907,20160907_2
6329,6, 12, A FAST ONE, (S424), M F Poon, D E Ferraris, 105, 1117, 4, 4, 0.57.51, 8.9,20160907,20160907_2
6330,8, 14, HAY GO LUCKY, (T023), K Teetan, K W Lui, 113, 1130, 2, 5, 0.57.68, 19,20160907,20160907_2
6331,10, 3, ROYALE ELEGANCE, (S098), Z Purton, W Y So, 129, 1034, 5, 6, 0.57.83, 22,20160907,20160907_2
6332,12, 7, KIWI SUNRISE, (A077), C Schofield, C H Yip, 125, 1059, 14, 7-1/4, 0.58.05, 59,20160907,20160907_2
6333,14, 4, DRAGON DANCE, (V409), T H So, D J Hall, 125, 1079, 8, 22-1/2, 1.00.47, 99,20160907,20160907_2
6334,1, 4, IMPERIAL SEAL, (T223), J Moreira, C Fownes, 130, 1111, 7, -, 1.39.42, 5.6,20160907,20160907_4
6335,3, 7, CAPE THE FAITH, (V349), M F Poon, D J Hall, 115, 1039, 5, N, 1.39.49, 69,20160907,20160907_4
6336,5, 5, GRAN MASTER, (V336), H W Lai, L Ho, 127, 1134, 10, 3-3/4, 1.40.02, 99,20160907,20160907_4
6337,7, 1, TERRIFIC MASTER, (P436), O Doleuze, C W Chang, 133, 1170, 13, 4-1/4, 1.40.11, 42,20160907,20160907_4
6338,9, 13, HELEN'S CHOICE, (P185), K K Chiong, K W Lui, 111, 1208, 6, 5-3/4, 1.40.32, 57,20160907,20160907_4
6339,11, 10, MEGATRON, (V119), M L Yeung, P F Yiu, 121, 1078, 11, 7-1/4, 1.40.59, 55,20160907,20160907_4
6340,13, 3, I'M THE WON FOR U, (T364), K Teetan, T K Ng, 130, 1030, 3, 14-1/2, 1.41.75, 34,20160907,20160907_4
6341,2, 6, SUPER TALENT, (S344), U Rispoli, T P Yung, 127, 1186, 2, HD, 1.39.46, 6.4,20160907,20160907_4
6342,4, 11, CROWN AVENUE, (V378), T H So, C H Yip, 119, 1144, 1, 3-1/4, 1.39.94, 31,20160907,20160907_4
6343,6, 8, TRAVEL AMBASSADOR, (T113), Z Purton, W Y So, 125, 1106, 4, 3-3/4, 1.40.03, 2.3,20160907,20160907_4
6344,8, 2, GLENEALY PRIZE, (T181), B Prebble, P O'Sullivan, 132, 1269, 9, 4-1/2, 1.40.13, 5.9,20160907,20160907_4
6345,10, 9, JE PENSE, (V354), H T Mo, C W Chang, 113, 1124, 8, 6, 1.40.40, 17,20160907,20160907_4
6346,12, 12, SUPER EURO STAR, (V313), M Chadwick, C W Chang, 117, 1070, 12, 10, 1.41.00, 13,20160907,20160907_4
6347,1, 12, GOLDIE FLANKER, (V161), T H So, P O'Sullivan, 113, 1193, 4, -, 1.09.13, 7.4,20160907,20160907_6
6348,3, 5, BEAR CHUM, (V203), B Prebble, D E Ferraris, 128, 1216, 1, 2-1/4, 1.09.52, 5.1,20160907,20160907_6
6349,5, 3, BOND ELEGANCE, (A007), O Doleuze, J Size, 129, 1017, 9, 2-1/2, 1.09.54, 18,20160907,20160907_6
6350,7, 2, SILVER SPUN, (V413), C Y Ho, Y S Tsui, 131, 1201, 7, 3-3/4, 1.09.74, 10,20160907,20160907_6
6351,9, 6, THE INVINCIBLE, (A191), S Clipperton, W Y So, 125, 1046, 6, 4, 1.09.76, 99,20160907,20160907_6
6352,11, 8, BORN DRAGON, (V009), J Moreira, C Fownes, 123, 1003, 12, 6-1/2, 1.10.18, 5.1,20160907,20160907_6
6353,2, 11, STARLOT, (V367), C Schofield, R Gibson, 118, 1147, 2, 1/2, 1.09.23, 11,20160907,20160907_6
6354,4, 9, SMILING GLORY, (V231), M F Poon, K L Man, 109, 1158, 5, 2-1/2, 1.09.54, 8,20160907,20160907_6
6355,6, 10, RICHCITY FORTUNE, (V088), H T Mo, J Moore, 108, 1161, 3, 2-3/4, 1.09.59, 11,20160907,20160907_6
6356,8, 1, OUR FOLKS, (P400), H N Wong, C W Chang, 126, 1130, 10, 3-3/4, 1.09.74, 47,20160907,20160907_6
6357,10, 4, MONEY MONEY, (V234), Z Purton, T P Yung, 129, 1133, 8, 4-1/4, 1.09.81, 5.2,20160907,20160907_6
6358,12, 7, FOREVER ACCURATE, (S301), U Rispoli, C H Yip, 124, 1130, 11, 26-1/4, 1.13.35, 99,20160907,20160907_6
6359,1, 7, FORTUNE BO BO, (V017), Z Purton, T P Yung, 120, 1070, 12, -, 0.56.62, 3,20160907,20160907_7
6360,3, 5, JADE THEATRE, (A040), U Rispoli, K L Man, 124, 1073, 8, 4, 0.57.24, 48,20160907,20160907_7
6361,5, 6, WINFIELD, (V199), M Chadwick, R Gibson, 121, 1133, 3, 5-3/4, 0.57.55, 15,20160907,20160907_7
6362,7, 10, OCEAN ROAR, (N317), M L Yeung, A Lee, 114, 1183, 11, 7-1/2, 0.57.80, 99,20160907,20160907_7
6363,9, 2, ROYAL MOJITO, (A261), C Schofield, C H Yip, 130, 1088, 7, 9-1/4, 0.58.08, 44,20160907,20160907_7
6364,11, 12, GALLANT ROCK, (S240), K K Chiong, A T Millard, 110, 1163, 2, 11, 0.58.37, 14,20160907,20160907_7
6365,2, 9, RED KYLIN, (T052), K Teetan, P F Yiu, 120, 1088, 10, 3-1/4, 0.57.13, 12,20160907,20160907_7
6366,4, 8, NO MONEY NO TALK, (S404), M F Poon, D J Hall, 110, 1146, 9, 4-1/4, 0.57.29, 7.6,20160907,20160907_7
6367,6, 1, BEAUTY MASTER, (V135), J Moreira, A S Cruz, 133, 1121, 5, 6-1/2, 0.57.65, 3.5,20160907,20160907_7
6368,8, 4, PERFECT CHOICE, (A216), S Clipperton, W Y So, 126, 1153, 1, 7-1/2, 0.57.81, 5.4,20160907,20160907_7
6369,10, 3, SANGRIA, (A065), K C Ng, D E Ferraris, 122, 1034, 4, 9-1/2, 0.58.15, 99,20160907,20160907_7
6370,12, 11, TURIN PEARL, (P267), T H So, L Ho, 114, 1108, 6, 15-1/4, 0.59.06, 90,20160907,20160907_7
6371,1, 1, HAPPY METEOR, (T171), M F Poon, J Moore, 123, 1172, 1, -, 1.08.67, 4.5,20160907,20160907_8
6372,3, 8, JOYFUL MOMENTS, (T134), H N Wong, R Gibson, 118, 1124, 7, N, 1.08.72, 14,20160907,20160907_8
6373,5, 10, DEJA VU, (T376), K Teetan, A Lee, 122, 1230, 9, 3-1/4, 1.09.18, 12,20160907,20160907_8
6374,7, 2, BORNTOACHIEVE, (T313), K K Chiong, Y S Tsui, 127, 1108, 11, 4-3/4, 1.09.43, 20,20160907,20160907_8
6375,9, 9, CHARITY GLORY, (T302), M Chadwick, C S Shum, 124, 1164, 6, 6, 1.09.64, 10,20160907,20160907_8
6376,11, 6, URBAN CHIC, (V404), K C Ng, A S Cruz, 121, 1071, 5, 7-1/2, 1.09.86, 94,20160907,20160907_8
6377,2, 4, STAR OF YAN OI, (T389), O Doleuze, T P Yung, 128, 1261, 3, SH, 1.08.70, 5.4,20160907,20160907_8
6378,4, 11, HAPPY JOURNEY, (S299), U Rispoli, L Ho, 117, 1060, 4, 1-3/4, 1.08.95, 10,20160907,20160907_8
6379,6, 7, ARIZONA BLIZZARD, (V264), J Moreira, J Size, 125, 1088, 8, 4-1/4, 1.09.35, 4.9,20160907,20160907_8
6380,8, 5, SUPER MAN, (T213), Z Purton, W Y So, 128, 1188, 12, 5-1/4, 1.09.50, 6.2,20160907,20160907_8
6381,10, 12, GOAL FOR GOLD, (S439), T H So, P O'Sullivan, 112, 1122, 10, 7-1/4, 1.09.84, 25,20160907,20160907_8
6382,12, 3, PLAY IT, (A239), C Y Ho, C Fownes, 126, 1108, 2, 11, 1.10.42, 99,20160907,20160907_8
6383,1, 7, VANILLA, (P439), Z Purton, C Fownes, 131, 1100, 3, -, 1.47.08, 3.4,20160907,20160907_9
6384,3, 6, KING GENKI, (V181), C Y Ho, A S Cruz, 129, 1231, 13, 3-3/4, 1.47.66, 16,20160907,20160907_9
6385,5, 3, DIVINE BOY, (T163), U Rispoli, Y S Tsui, 132, 1065, 10, 6, 1.48.05, 12,20160907,20160907_9
6386,7, 1, STAR MAJESTIC, (S093), B Prebble, P O'Sullivan, 133, 1095, 5, 8, 1.48.34, 13,20160907,20160907_9
6387,9, 11, RED MARVEL, (T417), J Moreira, J Size, 121, 1089, 8, 10, 1.48.69, 4.6,20160907,20160907_9
6388,11, 10, PACKING GENIUS, (V174), K Teetan, L Ho, 122, 963, 2, 11, 1.48.85, 40,20160907,20160907_9
6389,13, 4, SKY KING, (V217), O Doleuze, C Fownes, 132, 1311, 4, 18, 1.49.95, 7.4,20160907,20160907_9
6390,2, 13, GIANT TURTLE, (T391), C Schofield, A T Millard, 116, 1039, 9, 1-1/2, 1.47.31, 16,20160907,20160907_9
6391,4, 12, LOTUS STRIKES BACK, (T145), W M Lai, J Moore, 120, 1026, 6, 4, 1.47.73, 37,20160907,20160907_9
6392,6, 5, CALIFORNIA JOY, (T406), M Chadwick, A S Cruz, 131, 1164, 7, 7-3/4, 1.48.31, 13,20160907,20160907_9
6393,8, 9, GREEN DISPATCH, (V184), H T Mo, C S Shum, 116, 1166, 1, 9-1/4, 1.48.57, 19,20160907,20160907_9
6394,10, 2, TRAVEL FIRST, (T098), M F Poon, C H Yip, 123, 1192, 12, 10-3/4, 1.48.82, 14,20160907,20160907_9
6395,12, 8, WHITE MAGIC, (V111), S Clipperton, J Moore, 127, 1064, 14, 14-1/2, 1.49.40, 30,20160907,20160907_9
6396,14, 14, RED ELYSEES, (A005), H W Lai, K L Man, 113, 1128, 11, 31-1/2, 1.52.13, 85,20160907,20160907_9
6397,1, 5, ATOMIC BLAST, (T203), S Clipperton, A T Millard, 123, 1013, 5, -, 1.40.08, 3.5,20160907,20160907_1
6398,3, 7, FAITHFUL BOY, (T089), H N Wong, Y S Tsui, 114, 1077, 4, N, 1.40.12, 11,20160907,20160907_1
6399,5, 12, PERFECT TIMING, (T019), M Chadwick, T P Yung, 114, 1096, 9, 4-3/4, 1.40.83, 75,20160907,20160907_1
6400,7, 9, MANHATTAN STRIKER, (V141), C Y Ho, C Fownes, 114, 1087, 6, 5-1/2, 1.40.97, 18,20160907,20160907_1
6401,9, 4, TREASURE AND GOLD, (V027), C Schofield, C H Yip, 130, 1118, 1, 8-3/4, 1.41.48, 12,20160907,20160907_1
6402,11, 11, WIN CHANCE, (P415), M L Yeung, A Lee, 112, 1013, 2, 17, 1.42.78, 30,20160907,20160907_1
6403,2, 8, PLANET GIANT, (T295), K C Leung, R Gibson, 116, 1083, 10, HD, 1.40.10, 19,20160907,20160907_1
6404,4, 2, AEROLUMINANCE, (V213), K Teetan, P O'Sullivan, 130, 1185, 3, N, 1.40.14, 6.5,20160907,20160907_1
6405,6, 1, SUPER SWEET ORANGE, (V058), J Moreira, D E Ferraris, 132, 1229, 12, 4-3/4, 1.40.84, 2.6,20160907,20160907_1
6406,8, 10, VIVACIOUS WINNER, (V061), K K Chiong, D Cruz, 108, 1193, 7, 7-3/4, 1.41.32, 36,20160907,20160907_1
6407,10, 6, HAR HAR CHARMING, (S440), W M Lai, T K Ng, 122, 1106, 11, 14, 1.42.32, 99,20160907,20160907_1
6408,12, 3, DIGITAL PIONEER, (V177), B Prebble, D J Hall, 130, 1077, 8, 17, 1.42.81, 19,20160907,20160907_1
6409,1, 9, DR RACE, (T284), K C Leung, D E Ferraris, 121, 1058, 2, -, 1.10.71, 11,20160907,20160907_3
6410,3, 8, SIGHT SEEING, (S291), H N Wong, W Y So, 119, 1106, 8, 2, 1.10.99, 39,20160907,20160907_3
6411,5, 2, EMPIRE STAR, (A145), J Moreira, Y S Tsui, 130, 1102, 10, 2-1/2, 1.11.11, 2.1,20160907,20160907_3
6412,7, 12, WHISTLE UP, (A082), T H So, L Ho, 115, 1135, 3, 3-1/4, 1.11.24, 65,20160907,20160907_3
6413,9, 4, G-ONE UNION, (V276), M L Yeung, T P Yung, 126, 1135, 11, 4, 1.11.36, 99,20160907,20160907_3
6414,11, 11, OCTAL LUCK, (T205), H T Mo, A Lee, 109, 1245, 12, 4-1/4, 1.11.38, 94,20160907,20160907_3
6415,2, 5, SUNNY ORIENT, (V302), S Clipperton, A T Millard, 128, 1084, 5, 3/4, 1.10.83, 5.5,20160907,20160907_3
6416,4, 6, GENEROUS BOBO, (S096), Z Purton, C H Yip, 127, 1116, 9, 2-1/4, 1.11.07, 8.9,20160907,20160907_3
6417,6, 10, CLEVER SPIRIT, (T333), K Teetan, C Fownes, 119, 1155, 6, 2-3/4, 1.11.17, 6.6,20160907,20160907_3
6418,8, 3, BOLSHOI BALLET, (V226), B Prebble, D J Hall, 129, 1070, 7, 3-1/2, 1.11.28, 7.7,20160907,20160907_3
6419,10, 1, HIGH ENERGY, (A068), K C Ng, P O'Sullivan, 128, 1055, 1, 4-1/4, 1.11.38, 99,20160907,20160907_3
6420,12, 7, REGENCY HONEY, (A059), C Schofield, A S Cruz, 126, 1046, 4, 4-3/4, 1.11.48, 58,20160907,20160907_3
6421,1, 2, YOUNG EMPIRE, (V116), Z Purton, W Y So, 130, 1029, 9, -, 1.10.30, 3.6,20160907,20160907_4
6422,3, 3, CAREFREE LET GO, (T059), H T Mo, C S Shum, 117, 1059, 5, 1-1/2, 1.10.53, 7.4,20160907,20160907_4
6423,5, 4, MASTER VIKING, (S385), K K Chiong, A T Millard, 122, 1155, 4, 2-1/2, 1.10.72, 6.8,20160907,20160907_4
6424,7, 9, WINFULL PATROL, (P063), K C Leung, R Gibson, 120, 1224, 8, 4, 1.10.93, 23,20160907,20160907_4
6425,9, 5, TORNEY, (A063), M L Yeung, T P Yung, 122, 1165, 11, 5, 1.11.12, 34,20160907,20160907_4
6426,11, 1, STARTLING POWER, (S204), U Rispoli, T K Ng, 133, 1060, 2, 6-1/2, 1.11.35, 51,20160907,20160907_4
6427,2, 12, SMART SALUTE, (V117), M Chadwick, Y S Tsui, 116, 1102, 3, N, 1.10.37, 21,20160907,20160907_4
6428,4, 8, GODSPEED, (A087), K Teetan, D J Hall, 122, 1106, 7, 2-1/2, 1.10.71, 36,20160907,20160907_4
6429,6, 6, LYRIC ACE, (S047), H N Wong, D Cruz, 116, 1051, 1, 2-3/4, 1.10.75, 23,20160907,20160907_4
6430,8, 7, DON'T MISS, (A017), T H So, L Ho, 120, 1118, 6, 5, 1.11.09, 8.1,20160907,20160907_4
6431,10, 11, BORN TO RACE, (T383), C Y Ho, C Fownes, 114, 1118, 12, 5-1/2, 1.11.17, 7.2,20160907,20160907_4
6432,12, 10, VICTOR EMPEROR, (S425), J Moreira, C H Yip, 118, 1111, 10, 7, 1.11.43, 5.3,20160907,20160907_4
6433,1, 10, CONTRIBUTION, (A146), J Moreira, A S Cruz, 117, 1150, 4, -, 1.39.82, 4,20160907,20160907_5
6434,3, 5, MUTUAL JOY, (T282), U Rispoli, L Ho, 127, 1042, 1, 3, 1.40.28, 10,20160907,20160907_5
6435,5, 7, FORMULA GALORE, (V011), C Y Ho, C Fownes, 123, 1084, 7, 4-1/2, 1.40.53, 12,20160907,20160907_5
6436,7, 8, GOLD VELVET, (V400), M Chadwick, T P Yung, 122, 1168, 12, 7-1/4, 1.40.97, 99,20160907,20160907_5
6437,9, 9, SOUL ACHIEVER, (S133), K K Chiong, A T Millard, 113, 1149, 2, 8-3/4, 1.41.23, 10,20160907,20160907_5
6438,11, 12, LETSGOFREE, (T292), M L Yeung, K W Lui, 112, 981, 11, 15-1/2, 1.42.31, 12,20160907,20160907_5
6439,2, 6, SUM WIN DRAGON, (S148), K Teetan, A Lee, 126, 1074, 6, 3, 1.40.28, 4.1,20160907,20160907_5
6440,4, 3, GOOD CHOICE, (P423), C Schofield, C H Yip, 128, 1011, 5, 3-1/2, 1.40.36, 20,20160907,20160907_5
6441,6, 1, AMBITIOUS PINS, (V265), Z Purton, R Gibson, 133, 1098, 3, 4-3/4, 1.40.57, 3.9,20160907,20160907_5
6442,8, 2, RUBY COAST, (T159), K C Leung, K L Man, 129, 1033, 8, 7-3/4, 1.41.07, 45,20160907,20160907_5
6443,10, 11, GLORY STAR, (T336), H T Mo, C S Shum, 107, 1121, 9, 9-1/2, 1.41.35, 44,20160907,20160907_5
6444,12, 4, DIAMOND LEGEND, (V341), T H So, P O'Sullivan, 125, 1109, 10, 19-1/4, 1.42.88, 99,20160907,20160907_5
6445,1, 11, VICTORY MARVEL, (T426), H N Wong, C Fownes, 112, 1211, 4, -, 1.09.59, 10,20160907,20160907_8
6446,3, 6, DRAGON GENERAL, (T400), U Rispoli, Y S Tsui, 122, 1108, 7, 1, 1.09.75, 33,20160907,20160907_8
6447,5, 7, HIGH FIVE, (T200), C Schofield, A T Millard, 122, 1078, 9, 1-1/2, 1.09.83, 10,20160907,20160907_8
6448,7, 8, GENERAL IRON, (P429), K Teetan, D E Ferraris, 121, 1153, 1, 2-1/2, 1.09.98, 16,20160907,20160907_8
6449,9, 2, SEA JADE, (V307), S Clipperton, J Moore, 132, 1210, 3, 4-1/4, 1.10.27, 4.4,20160907,20160907_8
6450,11, 9, THE GOLDEN AGE, (A194), M Chadwick, A S Cruz, 120, 1025, 5, 7-1/4, 1.10.75, 14,20160907,20160907_8
6451,PU, 4, CHARITY JOY, (P278), H T Mo, C S Shum, 118, 1137, 2, -,,,20160907,20160907_8
6452,2, 5, MR GENUINE, (S253), Z Purton, D J Hall, 123, 1058, 11, N, 1.09.64, 7.5,20160907,20160907_8
6453,4, 12, PREMIERE, (A051), J Moreira, J Size, 118, 1113, 6, 1, 1.09.77, 4.6,20160907,20160907_8
6454,6, 1, TURF SPRINT, (T396), D Whyte, W Y So, 121, 1107, 12, 2, 1.09.93, 14,20160907,20160907_8
6455,8, 10, FLYING TOURBILLON, (T051), K C Leung, P F Yiu, 118, 1103, 10, 2-3/4, 1.10.03, 13,20160907,20160907_8
6456,10, 3, COUNTRY MELODY, (T011), B Prebble, T K Ng, 131, 1084, 8, 5-1/2, 1.10.49, 85,20160907,20160907_8
6457,WV, JETWINGS, (T124), D Whyte, R Gibson, 132, 1194, ---, ---, -,,,20160907,20160907_8
6458,1, 7, METALLIC STAR, (N309), J Moreira, C H Yip, 124, 997, 6, -, 1.22.57, 7,20160907,20160907_4
6459,3, 8, C P POWER, (V037), M Chadwick, A T Millard, 123, 1052, 8, 1/2, 1.22.67, 10,20160907,20160907_4
6460,5, 9, NOBLE DE LOVE, (V324), K Teetan, K L Man, 123, 1175, 1, 3/4, 1.22.69, 14,20160907,20160907_4
6461,7, 4, SUPERIOR BOY, (V102), O Doleuze, C W Chang, 127, 1162, 11, 1-1/2, 1.22.82, 16,20160907,20160907_4
6462,9, 2, EVEREST, (V296), S Clipperton, W Y So, 130, 1124, 9, 3, 1.23.06, 12,20160907,20160907_4
6463,11, 5, DOCTORS DELIGHT, (A044), U Rispoli, C Fownes, 126, 1011, 10, 4-1/2, 1.23.30, 24,20160907,20160907_4
6464,13, 10, REAL DEAL, (A153), N Callan, P F Yiu, 123, 1198, 4, 4-3/4, 1.23.31, 96,20160907,20160907_4
6465,2, 1, VICTORY MACHINE, (V358), H Bowman, J Moore, 133, 1047, 2, N, 1.22.63, 12,20160907,20160907_4
6466,4, 3, SUCH A HAPPINESS, (A152), Z Purton, T P Yung, 127, 1090, 5, 3/4, 1.22.68, 2,20160907,20160907_4
6467,6, 11, ELECTRIC LIGHTNING, (A189), D Whyte, D E Ferraris, 122, 1076, 14, 1, 1.22.74, 19,20160907,20160907_4
6468,8, 12, GRADE ONE, (A010), K C Leung, P O'Sullivan, 120, 1177, 12, 2, 1.22.89, 99,20160907,20160907_4
6469,10, 13, VIVA COUNCIL, (A190), M L Yeung, L Ho, 120, 1104, 13, 4, 1.23.22, 99,20160907,20160907_4
6470,12, 14, GOLD TALENT, (S113), M F Poon, A Lee, 107, 1115, 7, 4-3/4, 1.23.31, 13,20160907,20160907_4
6471,14, 6, ELUSIVE RAIN, (A054), H N Wong, D Cruz, 118, 1037, 3, 12-1/2, 1.24.58, 99,20160907,20160907_4
6472,1, 1, CITRON SPIRIT, (T286), H Bowman, P F Yiu, 131, 1012, 5, -, 1.34.49, 7.8,20160907,20160907_5
6473,3, 5, PENANG HALL, (T062), M F Poon, D J Hall, 118, 1238, 7, 1, 1.34.66, 2.3,20160907,20160907_5
6474,5, 13, SILVERFIELD, (S106), S de Sousa, T K Ng, 118, 1078, 6, 1-3/4, 1.34.79, 19,20160907,20160907_5
6475,7, 10, HIGH VOLATILITY, (V081), K Teetan, K W Lui, 123, 1149, 4, 5-1/2, 1.35.36, 34,20160907,20160907_5
